"model.total","plant.total","model1.area","model1.main1","model1.main.group1","model1.main1.number","model1.main1.number.unit","model1.main1.year","model1.main1.yield","model1.main1.yield.unit","model1.main2","model1.main2.number","model1.main2.year","model1.main2.yield","model1.main2.yield.unit","model1.intercrop1","model1.intercrop.group1","model1.intercrop1.number","model1.intercrop1.number.unit","model1.intercrop1.year","model1.intercrop1.yield","model1.intercrop1.yield.unit","model1.intercrop2","model1.intercrop2.number","model1.intercrop2.year","model1.intercrop2.yield","model1.intercrop2.yield.unit","model1.intercrop3","model1.intercrop3.number","model1.intercrop3.year","model1.intercrop3.yield","model1.intercrop3.yield.unit","model1.intercrop4","model1.intercrop4.number","model1.intercrop4.year","model1.intercrop4.yield","model1.intercrop4.yield.unit","model1.intercrop5","model1.intercrop5.number","model1.intercrop5.year","model1.intercrop5.yield","model1.intercrop5.yield.unit","model1.intercrop6","model1.intercrop6.number","model1.intercrop6.year","model1.intercrop6.yield","model1.intercrop6.yield.unit","model1.plant.formula.x","model1.soil.characteristic","model1.land.slope","model1.water","model1.income.main.2018","model1.income.intercrop.2018","model1.cost.main.2018","model1.cost.intercrop.2018","model1.income.2018","model1.cost.2018","model1.profit.2018","model1.plant.formula.y","model2.area","model2.main1","model2.main1.number","model2.main1.year","model2.main1.yield","model2.main1.yield.unit","model2.intercrop1","model2.intercrop1.number","model2.intercrop1.year","model2.intercrop1.yield","model2.intercrop1.yield.unit","model2.intercrop2","model2.intercrop2.number","model2.intercrop2.year","model2.intercrop2.yield","model2.intercrop2.yield.unit","model2.intercrop3","model2.intercrop3.number","model2.intercrop3.year","model2.intercrop3.yield","model2.intercrop3.yield.unit"
1,5,2.25,"TRE (MANG)","TP(M)",300,"BUI",2000,5,"TAN",NA,NA,NA,NA,NA,"BO","AQ",150,NA,1984,2,"TAN","CAM, QUYT",200,2014,250,"KG","MANG CAU",100,NA,200,"KG","SAU RIENG",30,2000,200,"KG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TPM+AQ","DAT CAT PHA",NA,"THIEU NUOC",40,66,5,15,106,20,86,"TPM+AQ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,0.3,"TRE (MANG)","TP(M)",30,"BUI",1999,1.2,"TAN",NA,NA,NA,NA,NA,"DAU DA","AQ",30,NA,2011,800,"KG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TPM+AQ","DAT LAN DA","DOC VUA","THIEU NUOC",6,9,0.75,0.75,15,1.5,13.5,"TPM+AQ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,4,1,"TRE (MANG)","TP(M)",100,"BUI",2000,4,"TAN",NA,NA,NA,NA,NA,"DAU DA","AQ",30,NA,2010,350,"KG","BO",13,2008,300,"KG","SAU RIENG",10,2005,500,"KG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TPM+AQ","DAT LAN DA","DOC CAO","THIEU NUOC",80,40,20,2,120,22,98,"TPM+AQ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,6,0.8,"TRE (MANG)","TP(M)",100,"BUI",1999,6,"TAN",NA,NA,NA,NA,NA,"BO","AQ",50,NA,2010,1,"TAN","CAM, QUYT",200,2016,NA,NA,"BUOI",50,2017,NA,NA,"DUA",40,2017,NA,NA,"DAU",150,2013,1,"TAN",NA,NA,NA,NA,NA,"TPM+AQ","DAT LAN DA","DOC CAO","THIEU NUOC",35,20,8,8,55,16,39,"TPM+AQ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,0.5,"TRE (MANG)","TP(M)",40,"BUI",2000,2,"TAN",NA,NA,NA,NA,NA,"DAU DA","AQ",NA,NA,2010,2,"TAN","SAPOCHE",2,2010,100,"KG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TPM+AQ",NA,"DOC VUA","THIEU NUOC",10,20,NA,1.5,30,1.5,28.5,"TPM+AQ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,4,1.17,"TRE (MANG)","TP(M)",100,"BUI",1995,450,"KG",NA,NA,NA,NA,NA,"SAU RIENG","AQ",5,NA,2000,50,"KG","DUA",4,1995,400,"TRAI","BO",5,2000,100,"KG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TPM+AQ","DAT XAM DEN","DOC VUA","CO NUOC",14,6,1,1,20,2,18,"TPM+AQ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,9,2.2,"TRE (MANG)","TP(M)",220,"BUI",1985,5,"TAN",NA,NA,NA,NA,NA,"MIT","AQ",30,NA,2001,NA,NA,"BO",30,1989,NA,NA,"DAU DA",30,1989,NA,NA,"CHUOI",100,2009,NA,NA,"TIEU",30,2009,NA,NA,"DUA",15,1989,NA,NA,"TPM+AQ","DAT XAM DEN","DOC VUA","THIEU NUOC",105,25,50,5,130,55,75,"TPM+AQ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,1,"TRE (MANG)","TP(M)",100,"BUI",1999,4,"TAN",NA,NA,NA,NA,NA,"CAM QUYT","AQCM",200,NA,2013,10,"TAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TPM+AQ","DAT LAN DA","DOC CAO","THIEU NUOC",15,70,4.5,9,85,13.5,71.5,"TPM+AQ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,0.5,"TRE (MANG)","TP(M)",40,"BUI",1989,3,"TAN",NA,NA,NA,NA,NA,"BO","AQ",6,NA,2010,200,"KG","DAU DA",30,2009,3,"TAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TPM+AQ","DAT LAN DA","DOC VUA","THIEU NUOC",45,15,10,1,60,11,49,"TPM+AQ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,0.88,"SAO DEN","LN",21,"CAY",1998,NA,NA,NA,NA,NA,NA,NA,"XOAI","AQ",60,"CAY",1998,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LN+AQ",NA,NA,"THIEU NUOC",NA,15,1,5,15,6,9,"LN+AQ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,0.8,"XOAI","AQ",50,"CAY",1970,0.8,"TAN",NA,NA,NA,NA,NA,"NGHE","RMTP",NA,"BUI",2015,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AQ+RMTP","DAT CAT PHA",NA,"THIEU NUOC",35,18,45,NA,53,45,8,"AQ+RMTP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,1,"XOAI","AQ",85,"CAY",1989,1.5,"TAN",NA,NA,NA,NA,NA,"BUOI","AQ",37,"CAY",2002,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AQ",NA,NA,"CO NUOC",35,10,12,1.2,45,13.2,31.8,"AQ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,1.2,"XOAI","AQ",500,"CAY",2016,NA,NA,NA,NA,NA,NA,NA,"NGHE","RMTP",NA,"BUI",2017,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AQ+RMTP","DAT XAM DEN","DOC CAO","THIEU NUOC",NA,5,15,2,5,17,-12,"AQ+RMTP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,5,1,"XOAI","AQ",30,"CAY",1995,2,"TAN",NA,NA,NA,NA,NA,"CHUOI","RMTP",1000,"BUI",1995,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AQ+RMTP",NA,NA,"CO NUOC",90,80,70,10,170,80,90,"AQ+RMTP",2,"TRAM",NA,150,NA,"1995",NA,NA,1200,2009,"1000 CAY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,4,0.5,"XOAI","AQ",150,"CAY",2004,2,"TAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AQ","DAT CAT PHA","DOC VUA","THIEU NUOC",45,NA,35,NA,45,35,10,"AQ",0.5,"XOAI DAI LOAN",NA,150,NA,"2000",NA,NA,200,2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,1,"XOAI","AQ",200,"CAY",1993,2,"TAN",NA,NA,NA,NA,NA,"NGHE","RMTP",NA,NA,2015,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AQ+RMTP","DAT XAM DEN","DOC VUA","THIEU NUOC",20,3,10,3,23,13,10,"AQ+RMTP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,1.5,"SAO DEN","LN",300,"CAY",1998,NA,NA,NA,NA,NA,NA,NA,"TAM VONG","NVL",8000,"BUI",1998,200,"CAY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AQ+VL+DL","DAT XAM DEN","DOC VUA","THIEU NUOC",NA,4,NA,1,4,1,3,"AQ+VL+DL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,2,"DIEU","AQ",300,"CAY",1989,1.5,"TAN",NA,NA,NA,NA,NA,"SAO DEN","LN",40,"CAY",1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LN+AQ",NA,NA,"THIEU NUOC",37,NA,2,NA,37,2,35,"LN+AQ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,2,0.8,"XOAI","AQ",350,"CAY",2009,0.65,"TAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AQ","DAT CAT PHA",NA,"THIEU NUOC",55,NA,30,NA,55,30,25,"AQ",0.2,"XOAI THANH CA",NA,10,NA,"1979",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,1,"XOAI","AQ",400,"CAY",1979,1,"TAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AQ","DAT XAM DEN","DOC VUA","THIEU NUOC",30,NA,25,NA,30,25,5,"AQ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,2,0.5,"XOAI","AQ",100,"CAY",1990,0.7,"TAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AQ","DAT XAM DEN","DOC VUA","THIEU NUOC",20,NA,18,NA,20,18,2,"AQ",0.5,"XOAI DAI LOAN",NA,100,NA,"1993",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,6,0.3,"SAO DEN","LN",NA,"CAY",1994,NA,NA,NA,NA,NA,NA,NA,"BUOI","AQ",200,"CAY",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LN+AQ",NA,NA,"THIEU NUOC",NA,NA,NA,NA,NA,NA,NA,"LN+AQ",0.2,"SAO",NA,NA,NA,"1994",NA,NA,700,NA,"2000 NAI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,1.33,"SAO DEN","LN",40,"CAY",1998,NA,NA,NA,NA,NA,NA,NA,"TAM VONG","NVL",2100,"BUI",1989,1000,"CAY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AQ+VL+DL","DAT CAT PHA",NA,"CO NUOC",NA,12,NA,2,12,2,10,"AQ+VL+DL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,4,1.4,"MIT","AQ",20,"CAY",NA,1,"TAN",NA,NA,NA,NA,NA,"NGHE","RMTP",NA,NA,2015,1,"TAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AQ+RMTP","DAT CAT PHA",NA,"CO NUOC",60,10,17,2,70,19,51,"AQ+RMTP",1.3,"VU SUA",NA,20,NA,"2015",NA,NA,NA,2015,"0.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,1,"MIT","AQ",50,"CAY",2009,NA,NA,NA,NA,NA,NA,NA,"TAM VONG","NVL",1500,"BUI",2000,500,"CAY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AQ+VL+DL","DAT XAM DEN","DOC VUA","THIEU NUOC",NA,6,NA,1.5,6,1.5,4.5,"AQ+VL+DL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,0.3,"TAM VONG","NVL",6000,"BUI",1989,500,"CAY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DAT XAM DEN","DOC CAO","THIEU NUOC",5,NA,2,NA,5,2,3,"NVL+KHAC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,1,"XOAI","AQ",15,"CAY",1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AQ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AQ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,3.6,"BUOI","AQCM",1000,"CAY",2009,1.5,"TAN",NA,NA,NA,NA,NA,"XOAI","AQ",150,"CAY",2009,3,"TAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AQ","DAT CAT PHA","DOC VUA","CO NUOC",NA,NA,NA,NA,NA,NA,NA,"AQ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,4,0.8,"TAM VONG","NVL",2000,"CAY",1984,150,"CAY",NA,NA,NA,NA,NA,"CHUOI","RMTP",100,"BUI",2016,0.24,"TAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"THIEU NUOC",13,10,3,NA,23,3,20,"NVL+KHAC",0.2,"TAM VONG",NA,800,NA,"1984",NA,NA,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,0.6,"SAU RIENG","AQ",50,"CAY",2009,0.4,"TAN",NA,NA,NA,NA,NA,"BO","AQ",40,"CAY",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AQ",NA,NA,"CO NUOC",15,NA,3,1,15,4,11,"AQ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,4,"GO DO","LN",6000,"CAY",1996,1300,"CAY",NA,NA,NA,NA,NA,"MIT","AQ",500,"CAY",1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LN+AQ","DAT XAM DEN",NA,"THIEU NUOC",220,NA,40,NA,220,40,180,"LN+AQ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,6,1.8,"MIT","AQ",45,"CAY",1945,2,"TAN",NA,NA,NA,NA,NA,"XOAI","AQ",30,"CAY",1945,1.5,"TAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AQ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AQ",0.5,"TAM VONG",NA,10000,NA,"2000",NA,NA,40,2015,"0.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,3,"XOAI","AQ",400,"CAY",1998,1.1,"TAN",NA,NA,NA,NA,NA,"BUOI","AQ",500,"CAY",2016,1.4,"TAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AQ",NA,NA,"THIEU NUOC",80,60,20,30,140,50,90,"AQ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,4,0.6,"SAO DEN","LN",90,"CAY",1990,NA,NA,NA,NA,NA,NA,NA,"XOAI","AQ",60,"CAY",1990,0.5,"TAN","CHUOI",50,1997,50,NA,"MANG CAU",30,1997,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LN+AQ","DAT XAM DEN","DOC CAO","THIEU NUOC",NA,20,NA,17,20,17,3,"LN+AQ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,3.4,"SAO DEN","LN",NA,NA,1997,NA,NA,NA,NA,NA,NA,NA,"BUOI","AQ",40,"CAY",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LN+AQ","DAT CAT PHA","DOC IT","THIEU NUOC",15,15,NA,30,30,30,0,"LN+AQ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,2.5,"GIO BAU","LN",NA,NA,2002,NA,NA,NA,NA,NA,NA,NA,"BUOI","AQ",NA,"CAY",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LN+AQ","DAT XAM DEN","DOC VUA","THIEU NUOC",NA,NA,NA,7,5,7,-2,"LN+AQ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,4,1.7,"GIO BAU","LN",NA,NA,2007,NA,NA,NA,NA,NA,NA,NA,"CAM QUYT","AQCM",NA,"CAY",2012,NA,NA,"BO",NA,2005,1.2,NA,"CAM, QUYT",NA,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LN+AQ","DAT XAM DEN","DOC VUA","THIEU NUOC",45,32,25,20,77,45,32,"LN+AQ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,4,3,"GIO BAU","LN",NA,NA,2014,NA,NA,NA,NA,NA,NA,NA,"BUOI","AQ",NA,"CAY",2016,NA,NA,"BO",NA,2017,0.15,NA,"CAM, QUYT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LN+AQ","DAT XAM DEN","DOC VUA","CO NUOC",NA,25,NA,15,25,15,10,"LN+AQ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,5,2,"GIO BAU","LN",NA,NA,2014,NA,NA,"SAO",NA,NA,2014,NA,"BUOI","AQ",NA,"CAY",2016,NA,NA,"DUA",NA,2017,NA,NA,"CAM, QUYT",NA,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LN+AQ","DAT CAT PHA","DOC VUA","THIEU NUOC",NA,15,NA,11,15,11,4,"LN+AQ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,6,"SAO DEN","LN",NA,NA,1998,NA,NA,NA,NA,NA,NA,NA,"TAM VONG","NVL",NA,"BUI",1995,NA,NA,"XOAI",92,1945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AQ+VL+DL","DAT CAT PHA","DOC IT","THIEU NUOC",NA,60,NA,25,60,25,35,"AQ+VL+DL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,1.7,"SAO DEN","LN",NA,NA,1997,NA,NA,NA,NA,NA,NA,NA,"CAM QUYT","AQCM",NA,NA,2017,NA,NA,"BUOI",NA,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LN+AQ","DAT XAM DEN","DOC VUA","THIEU NUOC",20,NA,NA,15,20,15,5,"LN+AQ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,1,"SAO DEN","LN",30,"CAY",1999,NA,NA,NA,NA,NA,NA,NA,"TAM VONG","NVL",1000,"BUI",2014,500,"CAY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AQ+VL+DL","DAT CAT PHA","DOC IT","THIEU NUOC",NA,NA,NA,NA,NA,NA,NA,"AQ+VL+DL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,2,0.2,"CAM, QUYT","AQCM",300,"CAY",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AQ",NA,NA,NA,NA,NA,NA,4.5,0,4.5,-4.5,"AQ",0.2,"QUYT",NA,300,NA,"2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,1,0.6,"XOAI","AQ",200,"CAY",2012,0.35,"TAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AQ",NA,NA,NA,10,NA,7,NA,10,7,3,"AQ",0.7,"XOAI THANH CA",NA,100,NA,"1989",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,0.25,"CHUOI","RMTP",200,"BUI",2014,0.3,"TAN",NA,NA,NA,NA,NA,"XOAI","AQ",200,"CAY",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AQ+RMTP","DAT XAM DEN","DOC VUA","THIEU NUOC",NA,NA,NA,NA,NA,NA,NA,"AQ+RMTP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,0.2,"XOAI","AQ",10,"CAY",1989,3,"TAN",NA,NA,NA,NA,NA,"SAO DEN","LN",50,"CAY",1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LN+AQ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LN+AQ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,0.4,"GIANG HUONG","LN",50,"CAY",NA,NA,NA,NA,NA,NA,NA,NA,"XOAI","AQ",50,"CAY",1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LN+AQ","DAT XAM DEN","DOC VUA","THIEU NUOC",NA,5,NA,NA,5,0,5,"LN+AQ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,0.2,"KEO LA TRAM","LN",NA,NA,1994,NA,NA,NA,NA,NA,NA,NA,"SAO DEN","LN",NA,"CAY",NA,NA,NA,"XOAI",NA,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DAT XAM DEN",NA,NA,10,NA,2,NA,10,2,8,"LN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
