"model.total","plant.total","model1.area","model1.main1","model1.main.group1","model1.main1.number","model1.main1.number.unit","model1.main1.year","model1.main1.yield","model1.main1.yield.unit","model1.main2","model1.main2.number","model1.main2.year","model1.main2.yield","model1.main2.yield.unit","model1.intercrop1","model1.intercrop.group1","model1.intercrop1.number","model1.intercrop1.number.unit","model1.intercrop1.year","model1.intercrop1.yield","model1.intercrop1.yield.unit","model1.intercrop2","model1.intercrop2.number","model1.intercrop2.year","model1.intercrop2.yield","model1.intercrop2.yield.unit","model1.intercrop3","model1.intercrop3.number","model1.intercrop3.year","model1.intercrop3.yield","model1.intercrop3.yield.unit","model1.intercrop4","model1.intercrop4.number","model1.intercrop4.year","model1.intercrop4.yield","model1.intercrop4.yield.unit","model1.intercrop5","model1.intercrop5.number","model1.intercrop5.year","model1.intercrop5.yield","model1.intercrop5.yield.unit","model1.intercrop6","model1.intercrop6.number","model1.intercrop6.year","model1.intercrop6.yield","model1.intercrop6.yield.unit","model1.plant.formula.x","model1.soil.characteristic","model1.land.slope","model1.water","model1.income.main.2018","model1.income.intercrop.2018","model1.cost.main.2018","model1.cost.intercrop.2018","model1.income.2018","model1.cost.2018","model1.profit.2018","model1.plant.formula.y","model2.area","model2.main1","model2.main1.number","model2.main1.year","model2.main1.yield","model2.main1.yield.unit","model2.intercrop1","model2.intercrop1.number","model2.intercrop1.year","model2.intercrop1.yield","model2.intercrop1.yield.unit","model2.intercrop2","model2.intercrop2.number","model2.intercrop2.year","model2.intercrop2.yield","model2.intercrop2.yield.unit","model2.intercrop3","model2.intercrop3.number","model2.intercrop3.year","model2.intercrop3.yield","model2.intercrop3.yield.unit"
1,2,1,"XOAI","AQ",300,"CAY",2016,NA,NA,NA,NA,NA,NA,NA,"KHOAI LANG","RMTP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AQ+RMTP","DAT CAT PHA",NA,NA,NA,NA,7,1,0,8,-8,"AQ+RMTP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,0.5,"KEO LA TRAM","LN",300,"CAY",NA,NA,NA,NA,NA,NA,NA,NA,"SAO DEN","AQ",100,"CAY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LN+AQ","DAT XAM DEN","DOC VUA","THIEU NUOC",10,NA,NA,NA,10,0,10,"LN+AQ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,0.3,"XOAI","AQ",55,"CAY",1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AQ","DAT XAM DEN","DOC VUA","THIEU NUOC",NA,NA,NA,NA,NA,NA,NA,"AQ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,3,"XOAI","AQ",300,"CAY",2016,NA,NA,NA,NA,NA,NA,NA,"NGHE","RMTP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AQ+RMTP",NA,NA,NA,2,NA,5,6,2,11,-9,"AQ+RMTP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,0.5,"GIO BAU","LN",NA,"CAY",2002,NA,NA,NA,NA,NA,NA,NA,"BUOI","AQ",NA,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LN+AQ",NA,"DOC VUA",NA,NA,NA,NA,NA,NA,NA,NA,"LN+AQ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,2,"XOAI","AQ",NA,"CAY",2018,NA,NA,NA,NA,NA,NA,NA,"MIT","AQ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AQ","DAT CAT PHA","DOC VUA","THIEU NUOC",35,NA,12,NA,35,12,23,"AQ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,2,"BUOI","AQCM",600,"CAY",2014,NA,NA,NA,NA,NA,NA,NA,"SAU RIENG","AQ",200,"C",2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AQ","DAT CAT PHA","DOC VUA","THIEU NUOC",10,NA,16,NA,10,16,-6,"AQ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,2.7,"XOAI","AQ",200,"CAY",1994,NA,NA,NA,NA,NA,NA,NA,"NGHE","RMTP",NA,NA,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AQ+RMTP","DAT XAM DEN","DOC CAO",NA,15,10,20,2,25,22,3,"AQ+RMTP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,2,"MIT","AQ",200,"CAY",2002,0.35,"TAN",NA,NA,NA,NA,NA,"NGHE","RMTP",NA,NA,2002,1,"TAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AQ+RMTP","DAT XAM DEN","DOC VUA","THIEU NUOC",10,7,7,2,17,9,8,"AQ+RMTP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,1,"XOAI","AQ",30,"CAY",NA,NA,NA,NA,NA,NA,NA,NA,"NGAI BUN","DL",NA,NA,NA,NA,NA,"GIANG HUONG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AQ+VL+DL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AQ+VL+DL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,4,7,"GIO BAU","LN",2800,"CAY",NA,NA,NA,NA,NA,NA,NA,NA,"SAU RIENG","AQ",NA,NA,NA,NA,NA,"BUOI",NA,NA,NA,NA,"CAM, QUYT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LN+AQ","DAT XAM DEN","DOC CAO","THIEU NUOC",NA,NA,NA,NA,NA,NA,NA,"LN+AQ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,4,0.4,"XOAI","AQ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"XOAI","AQ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AQ","DAT CAT PHA","DOC VUA","THIEU NUOC",NA,NA,NA,NA,NA,NA,NA,"AQ",0.6,"CHUOI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,1.8,"BUOI","AQCM",300,"CAY",2015,0.9,"TAN",NA,NA,NA,NA,NA,"MANG CAU","AQ",1000,"CAY",2017,5,"TAN","XOAI",20,2015,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AQ","DAT CAT PHA","DOC VUA","THIEU NUOC",65,40,40,15,105,55,50,"AQ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,3,"BUOI","AQCM",NA,"CAY",NA,NA,NA,NA,NA,NA,NA,NA,"CAM QUYT","AQCM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AQ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AQ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,5,0.3,"XOAI","AQ",300,"CAY",2007,1,"TAN",NA,NA,NA,NA,NA,"NGHE","RMTP",NA,NA,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AQ+RMTP","DAT XAM DEN","DOC CAO",NA,35,10,35,NA,45,35,10,"AQ+RMTP",0.5,"BUOI",NA,110,NA,"2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,4,1.6,"XOAI","AQ",500,"CAY",1998,2,"TAN",NA,NA,NA,NA,NA,"MANG CAU","AQ",1000,"CAY",1998,1,"TAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AQ",NA,NA,NA,60,NA,40,NA,60,40,20,"AQ",2,"CAM",NA,200,NA,"2011",NA,NA,50,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,3,"XOAI","AQ",14,"CAY",NA,NA,NA,"VU SUA",8,NA,NA,NA,"TAM VONG","NVL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AQ+VL+DL",NA,NA,NA,40,NA,10,NA,40,10,30,"AQ+VL+DL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,1,"TAM VONG","NVL",NA,NA,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,6,NA,70,6,64,"NVL+KHAC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,4,1,"XOAI","AQ",NA,NA,1974,2,"TAN","VU SUA",10,NA,NA,NA,"MIT","AQ",NA,NA,1974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AQ","DAT CAT PHA","DOC VUA","CO NUOC",5,NA,NA,NA,5,0,5,"AQ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,0.8,"TAM VONG","NVL",NA,NA,2015,NA,NA,NA,NA,NA,NA,NA,"NGAI BUN","DL",NA,NA,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,6,1.5,NA,20,1.5,18.5,"NVL+KHAC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,0.6,"TAM VONG","NVL",NA,NA,1975,NA,NA,NA,NA,NA,NA,NA,"XOAI","AQ",NA,NA,1975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AQ+VL+DL","DAT LAN DA","DOC VUA","THIEU NUOC",8,3,1.5,NA,11,1.5,9.5,"AQ+VL+DL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,6,4,"XOAI","AQ",200,"CAY",1997,4,"TAN",NA,NA,NA,NA,NA,"CAM QUYT","AQCM",100,"CAY",2015,NA,NA,"CAM, QUYT",100,2015,NA,NA,"BUOI",100,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AQ",NA,NA,NA,30,NA,11,NA,30,11,19,"AQ",1,"RAU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,1,"MANG CAU","AQ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"XOAI","AQ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AQ",NA,NA,NA,20,NA,2,NA,20,2,18,"AQ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,1,"BO","AQ",200,"CAY",2000,4,"TAN",NA,NA,NA,NA,NA,"GIO BAU","LN",NA,NA,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LN+AQ","DAT LAN DA","DOC CAO","THIEU NUOC",60,NA,10,NA,60,10,50,"LN+AQ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,8,1.5,"XOAI","AQ",60,"CAY",1990,3,"TAN","XOAI CAT",80,NA,2010,"1","MIT","AQ",NA,NA,2010,NA,NA,"MANG CAU",NA,NA,NA,NA,"NGHE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AQ","DAT XAM DEN",NA,NA,NA,NA,NA,NA,NA,NA,NA,"AQ",0.6,"XOAI",NA,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,5,1.5,"XOAI","AQ",500,"CAY",1990,5,"TAN",NA,NA,NA,NA,NA,"MANG CAU","AQ",NA,NA,2016,NA,NA,"DU DU",NA,NA,NA,NA,"MIT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AQ","DAT CAT PHA","DOC IT","CO NUOC",60,15,50,5,75,55,20,"AQ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,4,0.4,"MANG CAU","AQ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AQ","DAT CAT PHA","DOC IT",NA,NA,NA,NA,NA,NA,NA,NA,"AQ",0.3,"SAO",NA,20,NA,"1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,3,"XOAI","AQ",1000,"CAY",2004,20,"TAN","CHUOI",200,NA,2004,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AQ",NA,NA,NA,205,NA,110,NA,205,110,95,"AQ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,2,0.8,"SUA","LN",20,"CAY",2009,NA,NA,"DO BAU",2000,NA,2009,NA,"XOAI","AQ",30,"CAY",1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LN+AQ","DAT LAN DA","DOC VUA","THIEU NUOC",20,NA,2,NA,20,2,18,"LN+AQ",1.2,"TRAM",NA,NA,NA,"2000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,5,0.7,"SAO DEN","LN",NA,NA,1999,NA,NA,"XOAI",NA,NA,1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LN",0.2,"DUA LEO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,4,1,"SAPOCHE","AQ",200,"CAY",1994,15,"TAN","SAU RIENG",100,NA,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AQ",NA,NA,"CO NUOC",275,NA,85,NA,275,85,190,"AQ",2,"XOAI",NA,30,NA,"1994",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,0.7,"XOAI","AQ",200,"CAY",2009,0.3,"TAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AQ",NA,NA,NA,11,NA,10,NA,11,10,1,"AQ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,4,3,"XOAI","AQ",2000,"CAY",2010,NA,NA,"SAO",200,NA,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AQ",NA,NA,NA,100,NA,50,NA,100,50,50,"AQ",1,"XOAI DAI LOAN",NA,500,NA,"2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,4,1.5,"XOAI","AQ",500,"CAY",2009,20,"TAN",NA,NA,NA,NA,NA,"NGHE","RMTP",0.5,"HA",2013,NA,NA,"DU DU",200,2009,NA,NA,"CHUOI",100,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AQ+RMTP","DAT LAN DA","DOC VUA","CO NUOC",NA,NA,NA,NA,NA,NA,NA,"AQ+RMTP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,5,0.4,"BUOI","AQCM",120,"CAY",2015,NA,NA,"QUYT",200,NA,2015,NA,"CHUOI","RMTP",60,"BUI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AQ+RMTP","DAT LAN DA","DOC VUA","CO NUOC",60,45,45,15,105,60,45,"AQ+RMTP",0.1,"TAM VONG",NA,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,1,3,"TAM VONG","NVL",500,"BUI",1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DAT LAN DA","DOC VUA","THIEU NUOC",40,NA,20,NA,40,20,20,"NVL+KHAC",1,"TAM VONG",NA,500,NA,"1978",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,1,"TAM VONG","NVL",20,"BUI",2010,NA,NA,"SAO",100,NA,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,15,NA,20,15,5,"NVL+KHAC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,6,1.6,"KEO LA TRAM","LN",NA,NA,1997,NA,NA,"MIT",NA,NA,NA,NA,"CHANH","AQCM",NA,NA,NA,NA,NA,"SAO DEN",NA,NA,NA,NA,"GIO BAU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LN+AQ",NA,NA,"CO NUOC",NA,NA,NA,NA,NA,NA,NA,"LN+AQ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,0.25,"NGHE","RMTP",NA,NA,2005,NA,NA,"RIENG",NA,NA,2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AQ+RMTP",NA,NA,NA,10,NA,2,NA,10,2,8,"AQ+RMTP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,0.25,"KEO LA TRAM","LN",NA,NA,1997,NA,NA,"TAM VONG",NA,NA,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOC CAO","THIEU NUOC",NA,NA,NA,NA,NA,NA,NA,"LN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,7,1.5,"TAM VONG","NVL",100,"BUI",NA,NA,NA,"DO BAU",700,NA,2001,NA,"XOAI","AQ",200,"CAY",2017,NA,NA,"NGHE",NA,NA,NA,NA,"NGAI BUN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AQ+VL+DL",NA,NA,NA,30,NA,3,NA,30,3,27,"AQ+VL+DL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,9,2.18,"BUOI","AQCM",50,"CAY",2018,NA,NA,"BO",50,NA,2018,NA,"SAO DEN","LN",50,"CAY",2008,NA,NA,"KEO LA TRAM",50,2008,NA,NA,"TAM VONG",10,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LN+AQ","DAT LAN DA",NA,NA,10,NA,20,NA,10,20,-10,"LN+AQ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,7,2.35,"DIEU","AQ",40,"CAY",1997,NA,NA,"VU SUA",14,NA,1980,NA,"BO","AQ",20,"CAY",2019,NA,NA,"MIT",10,2019,NA,NA,"CAM, QUYT",20,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AQ",NA,NA,NA,33,NA,3,NA,33,3,30,"AQ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,8,2.1,"BO","AQ",60,"CAY",1999,NA,NA,"VU SUA",30,NA,200,NA,"BUOI","AQCM",10,"CAY",2915,NA,NA,"SAU RIENG",NA,2015,NA,NA,"DAU RONG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AQ",NA,NA,NA,45,NA,NA,NA,45,5,40,"AQ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,1,"XOAI","AQ",120,"CAY",2018,NA,NA,"KHOAI TU",NA,NA,2017,"700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AQ",NA,NA,NA,5,5,NA,NA,10,0,10,"AQ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,4,0.6,"XOAI","AQ",79,"CAY",2017,NA,NA,"XOAI THANH CA",8,NA,1980,"1000","CHUOI","RMTP",30,"BUI",1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AQ+RMTP",NA,NA,NA,8,2,1,NA,10,1,9,"AQ+RMTP",0.15,"XOAI DAI LOAN",NA,100,NA,"2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,4,1,"XOAI","AQ",50,"CAY",1980,NA,NA,"MIT TA",30,NA,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AQ","DAT LAN DA","DOC VUA","THIEU NUOC",60,25,20,12,85,32,53,"AQ",0.8,"XOAI KEO",NA,150,NA,"2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,1,"XOAI","AQ",300,"CAY",2017,NA,NA,"XOAI THANH CA",10,NA,1980,"800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AQ","DAT LAN DA","DOC VUA",NA,10,NA,1,NA,10,1,9,"AQ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,6,0.54,"XOAI","AQ",400,"CAY",2016,NA,NA,"QUYT DUONG",220,NA,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AQ","DAT XAM DEN","DOC IT","CO NUOC",60,NA,18,NA,60,18,42,"AQ",0.16,"XOAI KEO",NA,100,NA,"2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,0.6,"TAM VONG","NVL",25,"BUI",2002,NA,NA,"XOAI CAT",25,NA,2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,1,NA,20,4,16,"NVL+KHAC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,0.5,"XOAI","AQ",150,"CAY",2009,NA,NA,"SAO",50,NA,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AQ","DAT LAN DA","DOC VUA","CO NUOC",40,NA,14,NA,40,14,26,"AQ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
